Index,Price
50287,5701
50288,15190
50289,18261
50290,6008
50291,8791
50292,4600
50293,35897
50294,9032
50296,14887
50297,6923
50298,12963
50299,13725
50300,11309
50301,14124
50302,14440
50303,9568
50304,6667
50305,9363
50306,9565
50307,7716
50308,4872
50309,11458
50310,7585
50311,8462
50312,5484
50313,3467
50314,5663
50315,10938
50316,12662
50317,8000
50318,15531
50319,6706
50320,14340
50321,52381
50322,23333
50323,9545
50324,17549
50325,16154
50326,17814
50327,12500
50328,7523
50329,7647
50331,7246
50332,7955
50333,9407
50334,13333
50335,31429
50336,11176
50337,9286
50338,13889
50339,4186
50340,4987
50341,4478
50342,7799
50343,9028
50344,8600
50345,19500
50346,21207
50347,9998
50348,10238
50349,8571
50350,9934
50351,16859
50352,6957
50353,7517
50354,12446
50355,10802
50356,3548
50357,10800
50358,8123
50359,7870
50360,10000
50361,7090
50362,7556
50363,8788
50364,7642
50365,8140
50366,12521
50367,5603
50368,22034
50369,7949
50370,11603
50371,7333
50372,7937
50373,6769
50374,16000
50375,15203
50376,7321
50377,8201
50378,7515
50379,7722
50380,16583
50381,19476
50382,15714
50383,15833
50384,7122
50385,9445
50386,15992
50387,7964
50388,6222
50389,5926
50390,11510
50391,13936
50392,4359
50393,7253
50394,3889
50395,19032
50396,9333
50397,13834
50398,7901
50399,14522
50400,6500
50401,6500
50402,6500
50403,6500
50404,12448
50405,19310
50406,7105
50408,10714
50409,10305
50410,7558
50411,13265
50412,14887
50413,14259
50414,11275
50415,13542
50416,13740
50417,10465
50418,9529
50419,11429
50420,22568
50421,6345
50422,8222
50423,8182
50424,6736
50426,11572
50427,5702
50428,18333
50429,17941
50430,11538
50431,8200
50432,7959
50433,9688
50434,8235
50435,8493
50436,13281
50437,8261
50438,8652
50439,9130
50440,4630
50441,11267
50442,16964
50443,8605
50444,8651
50445,6265
50446,4199
50447,5188
50448,33697
50449,8333
50450,25416
50451,12353
50452,8788
50453,7660
50454,6667
50455,40000
50456,10000
50457,8947
50458,6939
50459,12476
50460,9091
50461,7931
50462,5549
50463,8077
50464,12035
50465,8323
50466,9412
50467,6707
50468,4042
50469,5251
50470,12162
50471,10000
50472,12500
50473,8393
50474,7334
50475,10780
50476,14493
50477,11938
50478,19524
50479,5500
50480,22528
50481,18182
50483,9819
50484,14250
50485,13768
50486,14796
50487,14046
50488,12838
50489,17722
50490,15636
50491,11111
50492,9254
50493,8269
50494,12317
50495,16429
50496,8788
50497,17059
50498,10741
50499,7003
50500,8519
50501,7143
50502,7191
50503,7321
50504,8010
50505,6792
50506,5051
50507,15909
50508,9833
50509,8113
50510,10000
50511,11478
50512,31646
50513,7647
50514,6557
50515,15456
50516,12920
50517,17788
50518,6471
50519,9231
50520,5000
50521,14062
50522,14677
50523,14368
50524,5621
50525,6550
50526,14062
50527,10645
50528,6542
50529,9149
50530,4514
50531,13333
50532,10294
50533,12692
50534,10444
50535,7752
50536,12643
50537,14660
50538,14054
50539,11891
50540,5421
50541,5185
50542,8652
50543,7334
50544,7841
50545,10000
50546,10435
50547,9783
50548,9070
50549,12833
50550,6477
50551,12269
50552,8333
50553,8913
50554,8652
50555,8478
50556,6957
50557,12340
50558,10741
50559,8485
50560,9487
50561,7991
50562,11668
50563,8652
50564,15300
50565,16952
50566,3548
50567,8413
50568,6222
50569,18000
50570,8385
50571,15408
50572,9235
50573,8853
50574,8606
50575,9375
50576,5143
50577,11232
50578,7624
50579,8293
50580,7797
50581,5120
50582,7327
50583,8437
50584,17188
50587,6222
50588,6372
50589,22619
50590,11111
50591,13750
50592,6826
50593,13103
50594,8621
50595,11370
50596,13750
50597,8238
50599,14257
50600,11702
50601,11111
50602,24206
50603,9221
50604,12195
50605,12014
50606,12069
50607,6136
50608,12963
50609,7826
50610,5402
50611,10726
50612,15200
50613,7202
50614,8462
50615,10924
50616,8778
50617,11667
50618,8444
50619,13333
50620,7149
50621,8007
50622,8290
50623,12761
50624,34018
50625,7050
50626,9694
50628,12333
50629,5000
50630,6802
50631,7479
50632,5745
50633,10153
50634,7850
50635,9067
50636,9500
50637,10000
50638,10250
50639,20471
50640,13442
50641,11704
50642,13941
50643,10526
50644,9500
50645,10500
50646,11750
50647,9500
50648,9500
50649,12735
50650,8387
50651,6137
50652,6019
50653,20312
50654,5938
50655,12316
50656,22667
50657,6593
50658,7697
50659,11083
50660,6750
50661,9259
50663,8532
50664,10526
50665,13315
50666,21660
50667,21736
50668,14998
50669,8871
50670,7328
50671,11380
50672,8776
50673,7292
50674,13263
50675,14050
50676,12857
50677,21585
50678,15408
50679,12563
50680,4125
50681,15000
50682,9473
50683,13671
50684,10000
50685,13768
50686,14629
50687,15649
50688,22012
50689,16167
50690,24181
50691,17857
50693,7500
50694,13034
50695,11111
50696,7407
50697,20641
50698,3769
50699,9166
50700,6686
50701,9149
50702,15999
50703,12662
50704,7716
50705,10000
50706,15556
50707,15450
50708,8333
50709,14516
50710,8421
50711,14375
50712,19157
50713,9167
50714,12647
50715,14125
50716,5116
50717,11111
50718,16137
50719,8631
50721,13333
50722,4779
50723,19540
50724,4045
50725,7812
50726,10000
50727,9211
50728,10180
50729,8000
50730,13621
50731,9852
50732,9218
50733,9698
50734,8271
50735,7249
50736,11353
50737,4000
50738,14444
50739,7202
50740,9021
50741,17097
50742,11046
50743,14286
50744,15676
50745,4962
50746,12106
50747,9630
50748,7750
50749,8608
50750,7812
50751,11111
50752,14815
50753,12688
50754,8000
50755,10105
50756,11000
50757,12662
50758,17141
50759,11476
50760,8179
50761,7562
50762,6783
50763,19732
50764,11364
50765,11364
50766,7727
50767,10000
50768,10370
50769,12024
50770,11039
50771,10794
50774,15648
50775,12892
50776,12443
50777,16571
50778,6769
50779,13861
50780,8219
50781,7960
50782,13074
50783,7964
50784,21509
50785,21746
50786,21873
50787,9326
50788,32456
50789,15556
50790,22186
50791,14242
50793,7500
50794,21905
50795,21841
50796,21937
50797,7188
50798,6760
50799,9473
50800,22036
50801,21916
50802,22060
50803,21988
50804,13375
50805,7461
50806,5769
50807,19492
50809,11148
50810,5385
50811,4950
50812,7373
50813,6163
50814,7632
50815,7407
50816,7647
50817,10740
50818,17267
50819,9425
50820,12500
50821,8854
50822,5271
50823,11000
50824,4938
50825,14437
50826,21073
50827,4950
50828,7742
50829,10417
50830,10784
50831,4512
50832,7562
50833,5556
50834,8814
50835,16750
50836,13235
50837,10802
50838,9725
50839,7181
50840,10368
50841,7955
50842,15263
50843,10699
50844,9732
50845,6856
50846,6504
50847,9870
50848,64865
50849,6863
50850,11667
50851,5971
50853,9008
50854,13525
50855,13564
50856,7054
50857,7370
50858,11017
50859,5210
50860,7825
50861,7657
50862,6400
50863,6400
50864,14334
50865,8846
50866,10426
50867,7721
50868,8025
50869,7434
50870,11265
50871,5085
50872,10909
50873,9167
50874,7383
50875,6944
50877,8523
50878,7812
50879,7222
50880,6571
50881,7968
50882,10396
50883,7479
50884,9375
50885,11978
50886,10547
50887,8000
50889,9062
50890,7071
50891,7188
50892,6250
50893,6500
50894,6429
50895,6131
50896,13462
50897,10870
50898,7556
50899,14829
50900,6950
50901,9766
50902,11077
50903,8333
50904,11000
50905,14286
50906,7000
50907,6000
50908,6000
50909,6133
50910,6061
50911,14706
50912,20408
50913,17675
50915,11602
50916,15633
50917,7895
50918,12766
50919,11622
50920,4286
50921,12461
50923,7130
50924,13696
50925,11050
50926,14388
50927,9412
50928,6667
50929,12222
50930,8833
50931,14421
50932,13916
50933,7829
50934,22000
50935,9591
50936,4900
50937,18000
50938,6571
50939,10084
50940,19009
50941,14722
50942,8214
50944,14444
50945,9591
50946,5516
50947,5562
50948,5776
50949,3714
50950,6944
50951,8333
50952,8301
50953,8951
50954,13562
50956,4601
50957,11111
50958,7407
50959,6538
50960,5093
50961,11711
50962,8783
50963,9003
50964,11870
50965,5684
50966,8985
50967,8943
50968,8943
50969,8537
50970,4727
50971,12150
50972,8966
50973,14500
50974,18966
50975,8054
50976,15759
50977,5471
50978,8750
50979,8800
50980,7500
50981,4833
50982,7334
50983,6667
50984,10163
50985,17760
50986,16229
50987,11601
50988,13610
50990,6367
50991,10323
50992,5960
50993,5828
50994,18582
50995,9695
50996,6702
50997,11516
50998,10909
50999,22346
51000,10693
51001,9000
51002,8333
51003,9819
51004,9294
51005,7576
51006,9259
51007,5589
51008,11379
51009,16044
51010,7073
51011,11852
51013,11309
51014,10784
51015,8700
51016,8357
51018,10092
51019,13900
51020,4640
51022,9341
51023,11852
51024,12407
51025,6452
51026,10076
51027,9192
51028,8450
51029,8867
51030,6658
51031,12083
51032,10954
51033,11875
51034,10000
51035,6156
51036,11343
51038,21352
51039,8013
51040,6926
51041,6984
51042,11186
51043,7838
51044,14783
51045,7500
51046,10668
51047,6861
51048,13636
51049,13488
51050,13571
51051,13278
51052,15789
51053,8140
51054,10556
51055,10926
51056,8156
51057,3262
51058,7511
51059,9143
51060,18182
51061,9498
51062,9498
51063,9585
51064,14286
51065,7119
51066,3761
51067,5926
51069,9346
51070,7333
51071,8750
51072,3667
51073,6280
51074,8889
51075,6795
51076,5000
51077,16422
51078,5289
51079,7949
51080,7949
51081,7429
51082,7138
51083,16117
51084,7442
51085,19800
51086,8325
51087,11487
51088,3200
51090,9259
51091,13667
51092,6250
51093,9986
51095,8108
51096,7111
51097,10556
51098,5000
51099,11265
51100,7826
51101,3501
51102,11467
51103,14815
51104,5501
51105,13514
51106,9146
51107,8611
51108,11389
51109,5333
51110,7826
51111,14688
51112,14417
51113,7656
51114,3500
51115,5682
51116,8174
51117,8447
51118,7819
51119,9213
51120,3715
51121,11667
51122,10500
51123,16111
51124,8000
51125,11346
51126,8140
51127,11510
51128,8462
51129,10031
51130,9683
51131,9371
51132,13448
51133,13528
51134,13623
51135,14119
51136,18269
51137,5474
51138,19546
51139,8810
51140,15957
51141,14403
51142,8403
51143,9561
51144,14906
51145,8544
51146,5769
51147,6250
51148,9091
51149,4885
51150,10741
51151,8000
51152,16229
51153,9302
51154,6553
51155,10726
51156,10899
51157,14387
51158,14447
51159,8425
51160,5319
51161,10952
51162,8140
51163,10857
51164,16429
51165,10000
51166,15789
51167,8283
51168,9455
51169,11111
51172,7135
51173,6071
51174,19333
51175,18936
51176,12963
51177,31657
51179,18382
51180,12000
51181,5907
51182,3125
51183,18497
51184,4751
51185,15337
51186,14706
51187,8570
51188,4403
51189,13000
51190,8659
51191,10000
51192,5893
51193,10719
51194,9804
51195,16135
51196,8919
51197,11111
51198,21587
51199,11769
51200,7957
51201,11300
51202,18582
51203,13302
51204,8079
51205,11111
51206,7727
51207,13966
51208,12000
51209,13220
51210,4906
51211,15179
51212,8710
51213,9091
51214,11229
51215,12200
51216,15456
51217,10750
51218,8031
51219,10000
51220,7308
51221,10789
51222,10490
51223,6417
51224,4787
51225,9062
51226,6308
51227,13437
51228,7605
51229,10490
51230,10800
51231,9697
51232,6750
51233,11290
51234,18475
51235,11000
51236,12667
51237,7250
51238,18182
51239,14423
51240,8125
51241,8485
51242,14495
51243,18221
51244,12143
51245,5062
51246,18473
51247,9722
51248,5333
51249,13542
51250,6071
51251,7095
51252,9211
51253,16005
51254,6667
51255,13000
51256,13265
51257,13437
51258,8025
51259,8834
51260,12440
51261,10000
51262,15714
51263,11237
51264,7819
51265,14697
51266,15500
51267,12781
51268,17487
51269,14602
51270,17655
51271,17420
51272,9892
51273,7051
51274,5556
51275,10853
51276,7872
51277,7500
51278,17621
51279,17877
51280,17844
51281,10125
51282,17745
51283,17910
51284,17944
51285,17639
51286,8556
51287,17556
51288,17694
51289,15500
51290,12150
51291,16686
51292,5866
51293,6624
51294,12389
51295,10250
51296,11600
51297,7949
51298,9588
51299,10208
51300,15227
51301,17949
51302,8019
51303,10333
51304,14486
51305,15143
51306,7250
51307,8929
51308,4753
51309,9061
51310,13437
51311,10968
51312,10833
51313,7818
51314,9714
51315,4787
51316,21035
51317,11447
51318,7164
51319,17241
51320,15000
51321,7335
51322,7292
51323,7062
51324,15476
51325,8812
51326,7012
51327,12512
51328,18440
51329,12037
51330,10940
51331,15125
51332,11667
51333,9210
51334,10938
51335,7856
51336,11761
51337,12998
51338,8853
51339,7200
51340,12400
51341,9615
51342,13594
51343,17583
51344,17778
51345,7552
51346,12602
51347,8394
51348,4990
51349,12000
51350,12500
51351,12000
51352,10249
51353,11190
51354,9223
51355,6241
51356,7379
51357,8025
51358,9500
51359,10294
51360,8214
51361,19388
51362,10101
51363,9967
51365,5111
51366,11316
51367,8200
51368,21667
51369,4000
51370,13462
51371,8654
51372,5792
51373,9081
51374,6967
51375,16854
51376,8047
51377,9746
51379,13427
51380,8750
51381,7424
51382,10364
51383,9366
51384,9896
51385,10768
51386,11094
51387,12800
51388,4931
51389,11061
51391,5556
51392,7593
51393,9606
51394,7407
51395,7576
51396,32857
51397,4377
51398,4923
51399,5134
51400,11600
51401,9722
51402,7772
51403,6477
51404,22917
51405,23718
51407,8205
51409,17309
51410,9701
51411,14000
51412,10850
51413,6276
51414,7778
51415,12069
51416,9276
51417,9149
51418,6808
51419,5855
51420,11429
51421,14803
51422,6588
51424,7778
51427,24045
51428,12476
51429,7500
51430,15000
51435,3750
51436,7879
51437,14981
51438,8024
51439,7500
51440,11277
51441,12364
51442,5425
51443,14000
51444,9562
51445,9143
51446,11058
51447,15385
51449,9694
51450,12500
51451,14538
51452,5422
51453,7667
51454,19174
51455,9091
51456,6344
51457,17241
51458,15249
51459,8664
51460,9105
51461,17082
51462,17050
51464,13034
51466,9935
51467,6706
51468,6983
51469,5091
51470,4914
51471,6768
51472,9877
51473,4125
51474,10222
51475,15287
51477,16667
51478,14844
51479,11627
51480,15385
51481,11771
51482,33333
51483,3548
51484,9856
51485,15448
51486,9942
51487,11111
51488,5870
51489,12500
51490,11432
51491,12231
51492,18293
51493,11863
51494,13300
51495,13889
51496,6881
51497,11287
51498,11671
51500,5747
51501,6117
51502,11773
51503,8932
51504,11703
51505,5740
51506,9954
51507,8444
51508,10333
51509,8500
51510,17090
51511,15252
51512,10600
51513,5000
51514,10139
51515,8278
51516,11777
51517,9083
51518,12838
51519,10417
51520,8283
51521,13514
51522,9654
51523,11785
51524,11231
51525,13524
51526,5022
51527,6875
51528,9798
51529,13750
51530,12895
51531,41667
51532,7037
51533,9799
51534,6618
51535,11190
51536,17212
51537,6458
51538,12841
51539,7060
51540,6546
51541,12150
51542,8385
51543,42188
51544,6875
51545,8638
51546,18421
51547,6636
51548,7500
51550,8485
51551,20570
51552,21111
51553,11893
51554,10976
51555,10926
51556,8338
51557,8500
51558,10312
51560,8000
51564,15592
51565,14749
51567,7778
51568,12315
51569,9234
51570,8636
51571,5240
51572,5361
51573,9625
51574,5384
51575,5700
51576,3750
51577,3750
51578,15500
51579,10835
51580,8083
51581,8271
51582,7642
51583,8413
51584,10266
51585,7977
51586,13485
51587,6462
51588,9615
51589,9877
51590,11667
51591,8975
51592,10156
51593,13690
51594,8864
51595,15830
51596,14000
51597,13704
51598,8082
51599,11278
51600,16244
51601,12174
51602,10714
51603,23615
51604,15778
51605,8485
51606,13104
51607,10370
51608,9099
51609,10385
51610,9620
51611,8642
51612,15909
51613,8681
51614,5000
51615,13253
51616,10192
51617,10385
51618,7981
51619,16000
51620,14599
51621,9236
51622,9261
51623,9323
51624,15676
51625,9259
51626,6944
51627,6584
51628,5932
51629,5058
51630,11429
51631,8614
51632,7342
51633,15765
51634,18519
51635,8108
51636,18727
51637,7953
51638,8662
51639,9697
51640,13283
51641,15018
51642,13600
51643,17419
51644,12222
51645,12121
51646,10000
51647,9960
51648,5511
51649,14815
51650,10800
51651,13256
51652,17143
51653,15000
51654,8519
51655,15021
51656,5373
51657,7778
51658,7593
51659,12059
51660,6794
51661,9709
51662,6012
51663,9781
51664,8289
51665,14998
51666,31799
51667,7641
51668,8583
51669,8583
51670,18392
51671,18346
51672,9587
51673,7193
51675,7500
51676,34560
51677,5927
51678,8000
51679,7336
51680,5776
51681,8605
51682,6875
51683,4688
51684,6818
51685,8025
51686,6977
51687,9103
51688,8182
51690,9611
51691,9091
51692,9481
51693,25466
51694,8800
51695,10096
51696,6818
51697,5862
51698,6397
51699,11429
51700,13793
51701,7407
51702,5388
51703,4561
51704,11111
51705,8997
51706,14375
51707,13776
51708,14796
51709,14500
51710,15128
51711,15411
51712,4545
51713,16458
51714,16458
51715,6394
51716,13519
51717,14545
51718,11673
51719,12800
51720,7059
51721,6043
51722,4574
51723,4473
51724,6222
51725,8125
51726,12871
51727,10448
51728,9222
51730,5587
51731,4941
51732,10662
51733,5440
51734,11936
51735,6571
51736,15172
51737,24206
51738,12317
51739,7586
51740,11299
51741,11600
51742,7407
51743,10294
51744,11831
51745,17968
51746,5324
51747,14212
51748,7497
51749,10172
51750,13973
51751,15991
51752,4675
51753,6825
51754,7664
51755,8900
51756,3800
51757,9633
51758,13426
51759,4046
51760,7857
51761,4800
51762,18519
51763,6980
51764,6861
51765,9812
51766,10682
51767,10714
51768,10312
51769,9459
51770,5988
51771,6561
51772,6944
51773,10312
51774,4148
51775,4462
51776,10938
51777,6137
51778,17105
51779,5143
51780,4000
51781,15714
51782,24038
51783,8936
51784,9402
51785,5600
51786,20714
51787,5030
51788,12368
51789,5239
51790,9952
51791,7407
51792,19208
51793,7931
51794,13611
51795,11944
51796,12585
51797,6693
51798,7870
51799,11009
51800,8675
51801,14931
51802,10550
51803,5524
51805,6200
51806,14198
51807,8108
51808,10214
51809,10789
51810,6842
51811,6333
51812,5274
51813,11111
51814,5556
51815,10588
51816,11731
51817,11728
51818,5524
51819,10323
51821,8667
51822,12907
51823,8400
51824,10321
51825,5886
51826,11407
51827,7641
51828,8148
51829,23714
51831,8126
51832,13934
51833,14743
51834,7758
51835,5232
51836,5626
51837,5274
51838,3782
51839,5400
51840,9167
51841,14223
51842,13902
51843,4267
51844,6852
51845,10714
51846,8834
51847,8227
51848,13750
51849,11468
51850,8453
51851,12921
51852,3265
51853,4315
51854,5594
51855,9722
51856,8788
51857,8205
51858,17500
51859,3589
51860,11002
51861,17133
51862,9890
51863,10692
51864,9350
51865,6129
51866,11200
51867,4867
51868,4880
51869,9244
51870,3777
51871,11667
51872,11669
51873,15333
51874,12857
51875,7730
51876,8261
51877,7667
51878,7333
51879,5300
51880,6500
51881,11795
51882,11800
51883,4872
51884,4923
51885,10802
51886,6000
51887,6500
51888,6222
51889,11962
51890,11154
51891,4600
51892,4600
51893,13290
51894,8872
51895,8333
51896,6790
51897,6876
51898,5300
51899,14000
51900,5278
51901,9091
51902,14938
51903,10712
51904,14284
51905,6000
51906,12169
51907,8603
51908,5677
51909,7350
51910,15548
51911,12857
51912,14135
51913,9141
51914,8409
51915,7000
51916,13605
51917,12953
51918,8170
51919,13540
51920,9878
51921,21673
51922,8095
51923,10741
51924,9150
51925,10238
51926,8609
51927,11379
51929,8418
51930,7605
51931,6517
51932,13774
51933,6500
51934,6625
51935,7407
51936,8309
51937,7909
51938,6790
51939,6869
51940,10526
51941,8661
51942,5392
51943,4943
51944,7031
51945,12809
51946,13338
51947,8810
51948,5556
51949,8151
51950,11400
51951,12500
51952,10204
51953,9444
51954,16333
51955,5267
51956,9804
51957,9899
51958,8190
51959,12153
51960,31579
51961,13644
51962,12236
51963,17647
51964,6405
51965,45455
51966,54545
51967,12963
51968,10000
51969,4594
51970,7097
51971,10494
51972,10288
51973,10700
51974,10800
51975,6667
51976,11430
51977,9459
51978,14257
51980,8453
51981,7895
51982,7056
51983,15880
51984,15714
51985,4023
51986,16667
51987,3846
51988,4593
51989,4167
51990,12710
51992,19586
51993,6972
51994,11668
51995,16949
51996,4700
51997,10909
51998,5988
51999,11371
52000,6119
52001,10000
52002,14109
52003,3840
52004,4048
52005,7333
52006,7667
52007,8182
52008,7166
52009,18459
52010,14521
52011,12469
52012,8960
52013,9913
52014,5884
52015,13889
52016,4787
52017,12910
52018,11143
52019,13333
52020,8108
52021,6599
52022,12037
52023,14312
52024,18028
52025,8333
52026,3778
52027,6140
52028,7667
52029,8333
52030,8444
52031,8895
52032,5200
52033,6938
52035,8027
52036,5405
52037,10556
52038,8754
52039,9944
52040,12518
52041,15726
52042,8571
52043,6580
52044,7911
52045,35000
52046,22838
52047,16706
52048,10714
52049,9677
52050,9763
52051,8000
52052,4324
52053,11628
52054,6000
52055,8730
52056,10567
52057,9259
52058,74324
52059,40000
52060,6143
52061,6646
52062,6560
52063,6369
52064,11755
52065,10952
52066,9206
52067,15484
52068,7110
52069,10816
52070,10980
52071,8400
52072,7631
52073,7805
52074,9062
52075,8182
52076,8400
52077,8821
52078,8682
52079,17386
52080,12857
52081,9167
52082,6741
52083,17949
52084,6239
52085,6520
52086,12103
52087,4990
52088,13315
52089,14167
52090,6980
52091,15842
52092,9033
52093,13235
52094,9896
52095,16502
52096,17850
52097,12400
52098,6897
52099,9953
52100,9111
52101,18710
52102,13243
52103,7714
52104,5754
52105,8889
52106,8333
52107,8000
52108,11974
52109,11043
52110,8730
52111,6983
52112,5007
52113,13462
52114,6040
52115,3385
52116,22945
52117,5458
52119,9202
52120,5735
52121,10278
52122,8737
52123,11774
52124,6967
52125,8248
52126,17185
52127,17367
52128,14211
52129,15263
52130,12381
52131,12226
52132,13226
52133,9703
52134,11765
52135,19714
52136,6154
52137,9226
52138,14762
52139,9362
52140,13758
52141,11818
52142,11026
52143,12778
52144,15000
52145,14493
52146,10400
52147,17805
52148,15614
52149,9091
52150,9574
52151,16857
52152,5680
52153,15450
52154,11406
52155,6463
52156,11173
52157,18391
52158,13387
52159,9130
52160,8077
52161,13551
52162,7677
52163,5556
52164,8139
52165,12217
52166,6842
52167,14785
52168,6604
52169,10544
52170,5846
52171,7500
52172,22222
52173,6137
52174,4883
52175,18000
52176,19500
52178,11628
52179,5778
52180,5769
52181,7500
52182,10448
52183,13000
52184,11905
52185,11875
52186,16190
52187,4173
52188,5405
52189,4317
52190,8385
52191,8360
52192,15317
52193,8158
52194,10652
52195,6818
52196,9545
52198,12943
52199,14861
52200,11242
52201,11640
52202,6901
52203,9074
52204,8947
52205,17794
52207,13861
52208,18253
52209,21352
52210,7111
52211,12841
52212,13021
52213,6239
52214,13055
52215,16667
52216,16599
52217,7121
52218,11429
52219,7246
52220,9859
52221,13028
52222,11067
52223,15455
52224,14318
52225,7042
52226,13129
52227,8828
52228,6087
52229,9783
52230,5556
52231,11265
52232,7638
52233,5501
52234,14335
52235,11752
52236,5700
52237,7333
52238,6912
52239,15517
52240,15456
52241,11340
52243,14131
52244,10500
52246,10980
52247,11290
52248,8948
52249,17143
52250,7143
52251,7037
52252,16461
52253,14059
52254,9062
52255,7679
52256,9797
52257,10417
52258,15648
52259,6402
52260,6222
52261,9972
52262,12500
52263,8486
52264,8486
52265,7641
52266,10526
52267,17273
52268,17628
52269,8025
52270,6667
52272,15842
52273,12104
52274,14815
52275,30645
52276,9615
52277,12222
52278,9841
52279,3419
52280,14981
52281,17587
52282,8205
52283,12500
52284,15152
52285,15792
52286,9787
52287,10113
52288,7468
52289,7683
52290,22569
52291,8408
52292,18182
52293,9818
52294,10037
52297,8000
52298,5929
52299,3593
52301,8387
52302,9091
52303,13701
52304,9593
52305,12500
52306,22500
52307,8835
52308,11538
52309,11525
52310,15385
52311,11939
52312,11037
52313,9854
52314,5564
52315,12346
52316,7692
52317,19808
52318,13217
52319,9767
52320,12500
52321,20570
52322,9963
52323,8367
52324,8215
52325,12222
52326,10749
52327,13889
52328,8664
52329,10000
52330,8048
52331,12105
52332,6897
52333,11482
52334,10490
52335,11379
52336,11499
52337,6827
52338,36809
52339,11296
52340,12037
52341,7143
52342,13559
52343,8889
52344,10263
52345,9037
52346,9136
52347,11895
52348,17895
52349,13889
52350,11020
52351,6202
52352,6234
52353,17788
52354,10667
52355,9926
52357,14722
52358,8250
52359,11017
52361,16036
52363,9722
52364,12429
52365,8460
52366,11031
52367,12963
52368,3696
52369,10336
52370,9259
52371,10597
52372,6214
52373,12778
52374,21432
52375,9491
52376,7039
52377,6625
52378,6741
52379,11379
52380,8400
52381,10417
52383,6541
52384,7692
52386,12255
52387,54737
52388,10408
52389,9459
52390,7209
52391,6840
52392,34004
52393,9050
52394,9100
52395,10000
52396,11111
52397,11628
52398,6747
52399,11167
52400,10227
52401,10726
52402,5950
52403,11111
52404,5612
52405,17098
52406,12401
52407,10741
52408,14512
52409,14952
52410,15637
52411,5263
52412,13611
52413,4800
52414,11654
52415,12690
52416,13889
52417,6579
52418,9000
52419,8229
52420,9444
52421,4644
52422,16739
52423,7992
52424,7876
52425,7845
52426,7987
52427,13571
52428,8846
52429,12599
52430,10535
52431,7292
52432,11399
52433,15432
52434,5862
52437,16219
52438,11304
52439,6709
52440,18849
52441,10272
52442,11077
52443,9012
52444,10494
52445,5469
52446,20707
52447,4750
52448,8611
52449,15000
52450,14975
52451,11512
52452,8654
52453,15897
52454,5593
52455,12768
52456,22321
52457,12500
52458,20508
52459,9053
52460,8761
52461,22051
52462,11696
52463,5058
52464,17308
52465,6604
52466,10235
52467,13085
52468,14667
52469,9149
52470,4910
52471,12963
52472,14495
52473,6149
52474,4854
52475,10133
52476,8491
52477,8333
52478,5365
52479,8974
52480,15103
52481,14120
52482,7333
52483,10278
52484,4444
52485,10135
52486,4058
52487,9504
52488,14545
52489,5820
52490,6562
52492,23810
52493,10417
52494,7110
52495,14430
52497,11436
52498,9804
52499,6250
52500,5864
52501,6852
52502,9032
52503,5055
52504,4799
52505,4799
52506,4799
52507,4966
52508,3017
52509,10000
52510,8750
52511,8041
52512,7772
52513,8487
52514,11877
52515,9000
52516,6103
52517,11111
52518,8000
52519,10955
52520,23148
52521,11617
52522,11813
52523,9742
52524,5179
52525,11111
52526,11579
52527,6067
52528,14242
52529,6005
52530,6497
52531,6497
52532,10529
52533,7778
52534,10333
52535,11296
52537,9184
52538,10932
52539,7816
52540,10259
52541,16429
52542,9565
52543,7890
52544,9048
52545,13333
52546,11250
52547,22592
52548,4054
52549,10304
52550,16600
52551,5000
52552,9429
52553,9414
52554,22693
52555,7071
52556,6215
52557,9153
52558,13750
52559,10669
52560,15333
52561,14602
52562,11600
52563,8785
52564,8836
52565,25478
52566,6838
52567,7600
52568,8529
52569,7155
52570,8333
52571,8750
52572,10815
52573,6784
52574,5299
52575,22989
52576,7617
52577,9901
52578,8621
52579,18409
52580,8800
52581,6200
52582,8134
52583,16667
52584,6345
52585,9238
52586,5760
52587,5000
52588,6612
52589,18000
52590,12654
52591,14212
52592,7500
52593,4473
52594,13267
52595,7500
52597,6667
52598,9800
52599,6809
52600,6979
52601,7021
52602,7021
52603,7234
52604,7447
52605,7727
52606,5507
52607,9259
52608,23165
52609,5434
52610,12340
52611,4581
52612,10456
52613,5365
52614,9053
52615,13477
52616,8500
52617,14286
52618,9677
52619,8812
52620,16602
52621,7031
52622,7317
52623,5606
52624,5172
52625,9077
52626,6234
52627,7388
52628,7388
52629,7388
52630,7388
52631,14531
52632,16992
52633,14754
52634,14754
52635,14754
52636,14754
52637,8845
52638,11224
52640,15854
52641,7180
52642,8565
52643,4833
52644,13056
52645,8788
52646,19094
52647,6200
52648,5549
52649,10556
52650,8222
52651,7667
52652,6728
52653,10625
52654,8299
52655,8025
52656,8500
52657,3282
52658,22693
52659,3640
52660,4833
52661,11000
52662,7755
52663,4595
52664,7307
52666,15000
52667,9750
52668,7000
52669,5029
52670,5114
52671,6571
52672,6684
52673,8333
52674,8170
52675,6148
52676,6370
52677,6481
52678,4026
52679,12804
52680,17418
52681,9118
52682,11739
52683,6189
52684,14048
52685,9395
52686,9355
52687,19095
52688,14633
52689,12863
52691,7938
52692,11695
52693,12662
52694,8298
52695,6972
52696,7192
52697,7273
52698,13257
52699,15000
52700,10853
52701,12191
52702,12716
52703,11922
52704,5731
52705,5070
52706,14130
52707,18108
52708,4800
52709,32500
