Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,199.56,335.12,38.99,56.29,61.65,18.28,9.33,1.6,17.08,2.31,8.15,,,,,11.83,75.3,0.41,60.27,,0.0,127.21,741.94,
2024-01-02,195.91,320.67,46.46,62.58,71.07,19.42,22.19,1.77,17.98,2.2,9.02,,,,,11.54,72.11,0.54,54.18,,0.0,135.27,741.98,
2024-01-03,247.44,360.37,69.63,71.08,94.41,25.29,16.65,2.18,15.52,3.43,12.03,,,,,10.76,84.56,0.51,38.12,,0.0,119.43,742.0,
2024-01-04,274.06,436.22,91.01,71.07,111.79,34.86,10.11,1.86,14.38,3.17,18.21,,,,,11.54,81.26,0.32,96.44,,0.0,111.25,741.96,
2024-01-05,218.28,345.98,66.03,59.13,85.1,42.52,11.37,2.2,15.25,2.75,14.08,,,,,12.01,84.88,0.32,51.01,,0.0,79.26,742.0,
2024-01-06,223.3,375.88,69.6,68.65,93.07,34.62,18.98,3.57,14.94,2.62,11.18,,,,,11.72,78.78,0.39,44.39,,0.0,122.34,741.9,
2024-01-07,214.33,357.84,64.99,75.71,93.11,29.71,10.04,3.55,17.23,2.26,10.62,,,,,12.2,74.78,0.39,61.26,,0.0,137.88,741.89,
2024-01-08,331.12,531.56,81.0,82.32,109.17,28.6,15.83,4.11,15.23,3.46,17.74,,,,,11.53,80.92,0.38,37.85,,0.0,130.92,741.19,
2024-01-09,184.92,304.13,58.07,57.75,77.92,41.18,10.64,3.86,15.32,2.27,11.88,,,,,11.62,80.98,0.44,91.49,,0.0,115.4,741.0,
2024-01-10,177.28,301.01,63.68,58.19,82.73,35.52,12.57,4.56,16.99,1.95,8.31,,,,,11.04,77.8,0.52,122.65,,0.0,132.2,741.0,
2024-01-11,229.72,375.51,64.65,76.26,93.13,34.08,17.9,3.96,19.54,2.69,12.86,,,,,11.73,74.56,0.36,99.18,,0.0,140.09,741.0,
2024-01-12,253.56,394.33,64.67,88.45,99.15,38.51,8.7,3.63,18.49,3.31,16.46,,,,,11.57,76.69,0.33,73.73,,0.0,133.1,741.0,
2024-01-13,420.17,609.42,121.99,115.6,157.44,43.65,23.05,4.2,25.52,4.82,33.16,,,,,10.98,81.94,0.41,38.68,,0.0,135.7,741.0,
2024-01-14,363.57,574.43,96.19,100.96,136.99,41.99,21.51,4.9,28.18,5.78,27.11,,,,,11.29,79.74,0.35,75.71,,0.0,129.65,740.92,
2024-01-15,238.57,405.96,95.11,107.29,134.89,37.59,23.87,5.13,23.28,3.9,20.28,,,,,11.82,74.47,0.34,57.03,,0.0,139.19,740.68,
2024-01-16,295.29,409.95,49.65,80.14,83.0,51.07,2.95,4.1,19.36,3.69,24.6,,,,,10.77,83.56,0.85,40.86,,0.0,129.59,740.76,
2024-01-17,226.16,338.07,29.39,71.08,61.7,36.43,4.47,0.79,17.01,2.47,16.9,,,,,11.46,75.55,0.6,46.65,,0.0,140.98,740.54,
2024-01-18,199.32,308.96,36.31,69.16,66.3,39.31,28.82,0.47,16.07,2.52,16.44,,,,,11.51,79.75,0.51,52.54,,0.0,133.55,740.17,
2024-01-19,207.95,313.08,26.8,61.53,54.51,36.6,10.61,0.42,15.26,2.71,15.72,,,,,10.91,82.33,0.68,50.94,,0.0,130.27,740.21,
2024-01-20,198.91,333.6,51.36,77.04,82.73,28.69,15.88,1.33,17.26,2.65,14.88,,,,,11.88,73.62,0.48,59.24,,0.0,136.67,739.55,
2024-01-21,212.08,331.76,69.68,78.84,98.59,34.29,6.48,1.49,15.32,3.31,13.62,,,,,11.2,80.98,0.39,100.59,,0.0,132.12,738.91,
2024-01-22,238.8,373.23,21.74,61.97,50.64,24.47,12.81,1.22,15.6,2.04,8.38,,,,,11.25,75.73,0.64,44.28,,0.0,142.06,740.09,
2024-01-23,256.98,418.2,32.88,79.67,69.11,31.69,15.0,1.26,14.47,2.65,9.99,,,,,11.42,79.69,0.7,50.58,,0.0,128.89,741.78,
2024-01-24,286.24,467.91,63.26,86.38,97.34,34.79,14.36,1.27,14.34,3.69,15.85,,,,,11.59,77.56,0.35,51.75,,0.0,129.86,741.43,
2024-01-25,263.9,456.6,93.11,103.03,130.51,33.84,16.37,1.42,14.68,3.66,21.07,,,,,11.34,78.48,0.43,59.4,,0.0,136.32,741.3,
2024-01-26,383.65,580.15,156.79,128.73,191.95,48.81,9.04,2.17,16.92,4.76,25.56,,,,,12.39,75.29,0.34,40.31,,0.0,140.62,741.51,
2024-01-27,201.47,397.72,181.39,132.42,211.81,45.19,25.11,1.55,15.12,3.46,17.0,,,,,13.46,65.54,0.54,87.28,,0.0,142.33,741.52,
2024-01-28,312.73,529.27,139.46,141.01,166.0,62.31,13.3,,21.61,4.65,32.95,,,,,12.08,77.97,0.85,55.43,,0.0,137.93,741.41,
2024-01-29,234.3,404.18,49.77,84.95,85.64,41.96,12.14,1.16,16.09,2.85,18.19,,,,,13.09,75.86,0.44,52.17,,0.0,142.16,741.36,
2024-01-30,289.84,464.52,84.3,93.01,118.0,53.28,29.63,0.67,15.35,4.42,27.23,,,,,12.79,83.39,0.34,57.41,,0.0,123.42,740.8,
2024-01-31,265.73,349.77,85.39,96.5,120.75,53.45,15.3,0.77,33.48,3.56,34.45,,,,,12.78,88.03,0.58,42.55,,0.0,109.24,740.97,
2024-02-01,66.89,99.25,17.8,59.72,46.05,36.86,15.6,1.54,15.71,1.07,6.86,,,,,13.79,84.65,1.44,44.77,,0.0,134.93,741.07,
2024-02-02,103.95,200.05,78.89,75.73,104.39,28.66,14.48,2.37,15.25,1.98,12.32,,,,,13.03,81.19,0.61,91.99,,0.0,153.83,742.0,
2024-02-03,119.99,372.35,106.66,111.81,146.17,32.59,14.45,2.86,15.8,3.38,19.72,,,,,14.08,62.94,0.38,105.0,,0.0,147.33,741.33,
2024-02-04,140.93,239.51,63.18,82.32,95.16,62.79,7.73,2.42,22.52,3.68,29.32,,,,,14.59,79.75,0.79,38.81,,0.0,131.74,737.56,
2024-02-05,85.43,194.62,52.71,66.78,78.32,28.51,13.31,2.21,19.16,1.65,10.67,,,,,15.02,78.17,0.41,99.81,,0.0,148.2,739.33,
2024-02-06,81.64,258.3,74.26,77.25,101.47,20.33,17.94,1.84,18.85,1.59,10.87,,,,,14.03,68.49,0.49,101.59,,0.0,113.8,741.43,
2024-02-07,78.76,243.27,42.46,70.93,72.26,20.04,17.99,1.33,18.59,1.27,7.65,,,,,15.27,58.48,0.81,121.78,,0.0,113.78,741.46,
2024-02-08,71.46,197.66,39.98,66.12,67.64,19.69,24.25,1.28,18.27,1.12,5.28,,,,,16.11,58.95,1.06,124.39,,0.0,116.76,742.0,
2024-02-09,92.89,300.43,100.2,114.31,129.59,21.76,30.91,1.82,18.41,2.03,12.58,,,,,17.23,56.29,0.37,121.62,,0.0,116.02,742.0,
2024-02-10,218.86,445.73,105.07,115.17,145.87,40.3,10.29,1.35,29.17,3.05,23.7,,,,,16.91,65.81,0.33,61.02,,0.0,115.69,742.0,
2024-02-11,179.1,357.31,96.28,112.68,138.19,37.08,16.14,1.43,18.9,2.24,17.97,,,,,17.05,65.21,0.31,74.42,,0.0,114.19,742.0,
2024-02-12,190.43,375.65,127.3,120.9,167.81,47.39,24.41,2.09,19.55,2.5,20.94,,,,,17.49,68.2,0.32,50.04,,0.0,112.29,741.25,
2024-02-13,259.0,511.27,155.57,148.12,197.46,49.79,22.29,2.94,20.23,4.19,25.96,,,,,17.47,70.33,0.3,68.41,,0.0,110.93,740.41,
2024-02-14,211.74,422.15,120.43,122.77,163.2,51.41,7.82,1.44,19.54,3.8,25.15,,,,,17.25,67.72,0.31,128.03,,0.0,114.85,740.33,
2024-02-15,142.46,345.82,110.9,122.23,155.13,39.04,10.69,1.12,19.43,2.59,16.76,,,,,17.42,64.05,0.37,107.57,,0.0,116.51,740.19,
2024-02-16,130.44,340.44,121.74,127.49,166.78,37.0,21.11,2.12,20.14,2.85,21.41,,,,,17.7,60.09,0.33,91.26,,0.0,112.54,739.37,
2024-02-17,141.31,405.15,149.72,160.17,180.94,34.34,17.66,3.52,19.48,2.65,19.41,,,,,18.27,60.0,0.38,95.39,,0.0,115.71,740.03,
2024-02-18,173.51,434.15,41.6,157.91,78.52,54.26,17.12,4.31,19.58,2.88,20.47,,,,,19.26,59.22,0.63,54.45,,0.0,114.97,741.64,
2024-02-19,99.51,266.69,3.31,56.27,32.62,47.02,16.79,2.07,21.44,1.19,4.62,,,,,19.86,57.54,2.12,50.41,,0.0,113.36,740.77,
2024-02-20,122.51,266.6,49.97,83.02,83.92,44.33,25.08,2.63,22.69,1.65,17.81,,,,,19.56,71.52,0.77,36.1,,0.0,113.67,739.92,
2024-02-21,100.35,266.24,49.8,78.24,82.12,44.09,13.55,2.01,20.88,1.99,13.88,,,,,19.19,63.32,0.43,96.34,,0.0,118.68,739.9,
2024-02-22,72.21,218.4,54.53,86.49,90.31,28.1,24.23,1.42,20.61,1.5,10.6,,,,,18.93,52.62,0.44,90.44,,0.0,120.07,739.89,
2024-02-23,58.11,186.67,63.65,93.98,101.72,23.22,28.92,1.63,20.17,1.49,12.5,,,,,18.25,49.07,0.51,107.87,,0.0,122.26,740.0,
2024-02-24,118.96,347.41,133.38,151.14,185.82,25.2,30.53,1.77,19.24,2.22,26.99,,,,,18.06,51.61,0.36,60.54,,0.0,117.94,740.89,
2024-02-25,110.47,244.75,63.24,97.91,103.51,24.86,22.13,0.88,18.81,1.31,9.19,,,,,18.47,48.58,0.52,76.79,,0.0,118.0,741.82,
2024-02-26,112.33,275.38,77.03,112.64,121.26,20.82,22.91,1.09,18.53,1.75,11.35,,,,,18.64,48.28,0.36,51.57,,0.0,116.0,741.91,
2024-02-27,67.89,178.39,42.66,76.31,75.27,27.83,18.95,0.75,18.33,1.34,12.68,,,,,18.66,52.98,0.44,94.05,,0.0,118.86,742.0,
2024-02-28,55.57,173.89,44.26,75.04,76.0,30.89,24.43,0.77,19.39,1.41,8.88,,,,,18.64,57.8,0.53,125.67,,0.0,121.98,741.03,
2024-02-29,76.87,191.92,95.36,107.61,126.79,22.96,18.86,0.93,20.85,1.45,9.09,,,,,19.24,55.52,0.43,113.0,,0.0,122.25,740.42,
2024-03-01,122.95,271.43,94.25,113.44,133.08,35.71,19.92,1.66,29.58,2.47,20.51,,,,,19.66,55.77,0.94,36.35,,0.0,119.57,740.99,
2024-03-02,43.07,101.53,7.98,36.47,25.89,37.85,22.76,1.29,20.52,0.7,4.05,,,,,18.79,67.62,3.87,47.55,,0.0,108.38,741.43,
2024-03-03,65.08,158.5,40.45,56.88,63.26,39.85,16.02,1.59,14.79,0.88,6.62,,,,,17.59,68.14,0.92,65.2,,0.0,120.8,742.22,
2024-03-04,64.98,159.28,35.29,62.52,61.98,21.61,14.76,1.32,22.24,1.04,3.54,,,,,17.32,55.15,0.62,74.97,,0.0,127.21,742.38,
2024-03-05,56.05,151.86,32.96,57.85,57.58,17.41,18.46,1.2,28.49,0.87,4.75,,,,,16.75,51.67,0.55,120.55,,0.0,127.44,742.21,
2024-03-06,72.57,170.48,36.66,70.98,67.55,14.96,27.86,1.34,30.27,1.01,6.98,,,,,16.73,51.57,0.42,112.52,,0.0,127.55,742.13,
2024-03-07,96.56,218.59,54.45,85.44,89.71,18.65,23.37,1.52,18.5,1.65,13.3,,,,,16.82,57.74,0.35,43.74,,0.0,44.97,742.26,
2024-03-08,72.86,167.7,31.03,65.93,60.31,20.84,24.2,1.24,27.66,1.02,6.71,,,,,18.68,52.12,0.46,95.54,,0.0,125.55,742.38,
2024-03-09,70.85,160.92,43.7,75.59,75.71,17.2,18.8,1.29,29.79,1.18,6.36,,,,,18.69,50.88,0.52,123.09,,0.0,127.0,742.21,
2024-03-10,99.39,217.33,64.66,97.87,104.63,17.66,19.52,1.56,30.56,1.52,9.88,,,,,19.35,49.36,0.38,87.88,,0.0,143.21,742.35,
2024-03-11,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-12,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-13,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-14,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-15,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-16,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-17,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-18,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-19,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-03-20,33.0,,1.24,7.85,3.47,6.48,,1.79,4.0,2.17,29.17,,,,,23.2,32.8,0.48,97.8,,0.0,247.6,737.0,
2024-03-21,93.75,252.0,0.77,,0.3,0.14,95.34,0.95,23.64,1.55,10.73,,,,,19.42,56.34,1.02,37.98,,0.0,203.59,740.34,
2024-03-22,140.75,106.0,26.28,56.46,42.83,9.28,48.25,1.83,45.51,1.83,13.95,,,,,19.78,60.24,1.55,45.67,,0.0,158.18,745.93,
2024-03-23,96.45,271.79,42.24,52.97,62.51,19.53,18.69,2.75,23.71,2.18,16.43,,,,,20.75,55.71,,71.55,,0.0,157.15,750.59,
2024-03-24,77.52,325.63,32.43,34.14,44.52,17.46,25.48,1.51,12.75,0.92,6.54,,,,,19.91,52.54,,67.91,,0.0,161.52,748.78,
2024-03-25,189.37,547.78,35.85,37.32,48.98,12.22,27.28,,0.5,1.58,11.35,,,,,16.8,66.61,,36.61,,0.0,82.94,748.32,
2024-03-26,119.33,77.33,22.77,39.3,39.4,11.47,26.57,0.9,50.75,0.33,2.77,,,,,24.03,39.0,,129.0,,0.0,262.33,746.33,
2024-03-27,54.76,225.76,34.43,57.87,58.8,26.57,26.56,0.7,9.4,1.68,15.84,,,,,21.79,48.26,,85.6,,0.0,87.83,740.69,
2024-03-28,62.93,208.66,33.98,58.25,58.59,16.64,31.99,0.35,79.74,1.71,11.73,,,,,21.83,48.24,,76.44,,0.0,122.25,740.01,
2024-03-29,87.14,242.44,26.98,55.07,50.56,15.57,29.2,0.57,90.55,1.63,15.35,,,,,21.63,49.82,,41.01,,0.0,107.84,740.06,
2024-03-30,95.31,301.58,36.94,63.32,63.72,14.65,29.79,0.77,43.79,2.01,12.67,,,,,21.74,51.61,,49.09,,0.0,123.91,740.03,
2024-03-31,156.73,407.53,53.33,64.4,77.55,9.92,29.13,1.22,61.73,3.0,18.67,,,,,21.17,53.6,,64.78,,0.0,132.89,740.0,
2024-04-01,35.21,185.08,35.7,62.01,62.0,16.95,33.02,3.39,53.07,1.0,7.78,,,,,26.09,39.35,0.65,132.96,,0.0,145.56,739.77,
2024-04-02,51.64,189.13,29.13,51.46,49.52,8.38,30.76,3.16,42.68,1.26,9.16,,,,,28.09,43.23,0.53,103.35,,0.0,126.26,740.0,
2024-04-03,91.45,277.52,22.86,86.23,44.13,10.28,36.68,3.37,38.21,2.07,11.37,,,,,29.24,41.65,0.48,79.48,,0.0,123.32,745.34,
2024-04-04,87.85,288.67,48.19,76.09,79.66,9.51,26.14,2.28,31.72,1.75,14.95,,,,,30.17,39.59,0.41,58.02,,0.0,121.27,748.31,
2024-04-05,70.59,249.46,44.59,62.95,69.71,9.47,24.77,0.67,23.87,1.36,11.43,,,,,30.13,39.75,0.51,103.95,,0.0,122.77,748.34,
2024-04-06,77.53,231.44,40.98,67.12,69.04,9.36,22.27,0.71,35.5,1.28,8.4,,,,,29.57,37.99,0.48,98.76,,0.0,126.66,748.42,
2024-04-07,82.48,257.2,63.89,87.02,97.77,7.23,10.34,0.98,32.87,1.42,11.53,,,,,29.26,37.32,0.44,85.11,,0.0,125.97,748.46,
2024-04-08,110.88,316.94,63.25,103.21,105.11,14.67,24.08,1.16,30.45,1.42,8.87,,,,,29.89,37.28,0.41,79.55,,0.0,125.19,748.78,
2024-04-09,132.38,352.52,120.25,96.69,155.66,14.21,25.61,2.69,50.87,1.45,9.27,,,,,29.97,36.97,0.35,40.24,,0.0,123.35,748.99,
2024-04-10,107.55,329.34,63.73,90.01,98.13,23.6,13.55,2.98,63.39,1.47,21.77,,,,,30.34,37.14,0.5,32.32,,0.0,124.17,748.93,
2024-04-11,129.4,422.12,122.37,92.21,146.46,30.21,44.15,3.06,64.33,1.91,29.54,,,,,30.43,38.98,0.68,49.15,,0.0,120.15,749.04,
2024-04-12,148.61,390.56,65.07,97.1,100.91,33.3,35.52,3.02,52.4,1.91,24.61,,,,,30.94,38.42,0.49,29.47,,0.0,123.08,748.88,
2024-04-13,143.5,482.5,161.6,113.63,191.8,36.78,8.13,3.21,5.55,2.05,20.67,,,,,29.12,41.17,0.3,51.17,,0.0,2.0,748.67,
2024-04-14,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-04-15,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-04-16,35.82,183.73,45.95,61.18,70.15,25.06,20.33,0.38,34.0,0.86,14.7,,,,,29.55,38.9,0.45,131.1,,0.0,2.0,750.0,
2024-04-17,52.08,192.03,58.92,63.17,80.93,26.08,24.29,0.82,49.79,0.58,5.4,,,,,30.03,39.4,0.84,129.79,,0.0,129.44,749.2,
2024-04-18,79.87,249.96,91.1,78.43,113.45,24.14,23.77,0.94,32.63,0.97,5.0,,,,,29.69,38.98,0.39,109.27,,0.0,129.49,748.8,
2024-04-19,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-04-20,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-04-21,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-04-22,51.76,212.11,103.46,91.96,133.04,29.24,27.24,1.6,43.32,1.01,11.19,,,,,32.85,36.32,0.42,91.81,,0.0,151.02,749.11,
2024-04-23,82.62,308.58,83.76,90.51,116.22,32.16,18.32,1.42,44.15,0.91,13.65,,,,,30.58,41.83,0.88,91.57,,0.0,127.66,749.45,
2024-04-24,74.17,239.99,110.8,91.45,138.67,32.46,21.9,1.66,37.7,1.38,11.5,,,,,30.95,41.9,0.55,100.5,,0.0,131.52,749.25,
2024-04-25,83.97,296.37,123.28,92.03,149.45,27.13,25.94,1.64,38.01,1.42,11.88,,,,,31.94,37.11,0.53,137.55,,0.0,131.93,749.33,
2024-04-26,115.82,283.48,73.4,94.37,115.23,29.58,36.43,1.58,44.48,1.7,7.14,,,,,31.77,38.03,0.46,53.34,,0.0,139.51,749.61,
2024-04-27,73.66,318.13,45.27,70.47,74.34,38.48,20.43,0.85,53.79,0.91,6.46,,,,,33.63,36.17,0.77,116.55,,0.0,152.77,749.06,
2024-04-28,96.39,281.09,40.95,92.78,82.63,28.63,35.91,1.03,26.51,1.93,4.28,,,,,31.31,38.57,0.43,40.37,,0.0,38.8,749.14,
2024-04-29,115.34,348.89,85.48,78.62,114.88,34.62,34.95,1.13,60.31,1.4,18.33,,,,,31.59,40.74,0.62,60.85,,0.0,133.29,749.35,
2024-04-30,70.49,252.03,74.58,67.96,96.08,25.02,33.13,0.89,47.74,0.81,6.58,,,,,30.88,38.22,0.62,114.2,,0.0,137.55,749.21,
2024-05-01,77.25,272.17,43.64,58.5,66.23,20.08,31.31,0.66,52.12,0.73,5.02,,,,,29.73,34.52,1.08,124.67,,0.0,139.98,749.03,
2024-05-02,76.65,239.03,67.51,70.67,89.52,21.13,30.78,0.79,61.18,0.86,8.03,,,,,30.51,36.79,0.63,114.33,,0.0,137.51,751.46,
